vin  ordinal  vendor_name  part_number  description  unit_price  status  quantity
MKBNHXQ0YCV993030	001	Bioholding	BG-EAEM0132	Air bag control module	28.58	installed	4
MKBNHXQ0YCV993030	001	Bioholding	BG-EAES0105	Rain sensor	48.31	installed	1
MKBNHXQ0YCV993030	001	Bioholding	BG-PACBS0173	Brake line	40.80	installed	1
MXQN4LATRKB695732	001	Bioholding	BG-EAEESS0058	Battery control system	114.47	installed	1
MXQN4LATRKB695732	001	Bioholding	BG-ICS0160	Seat bracket	21.61	ordered	2
NR0UX0H7C2C321461	001	Bioholding	BG-BAED0026	Door control module	125.22	installed	1
NR0UX0H7C2C321461	001	Bioholding	BG-EAEGAM0064	Dynamometer	157.47	installed	1
NR0UX0H7C2C321461	001	Bioholding	BG-EAEM0135	Chassis control computer	109.60	installed	1
Q8DL7A5M6DW706622	004	Bioholding	BG-EAES0106	Rotational sensor	38.09	installed	1
UOGYWMEC33D484399	005	Bioholding	BG-ICS0161	Seat cover	47.16	installed	1
US6XUXEBB7J677669	006	Bioholding	BG-BAEW0033	Glass	79.90	ordered	2
US6XUXEBB7J677669	006	Bioholding	BG-PACBS0163	Anti-lock braking system	74.20	installed	1
USQTBTRES6C396411	005	Bioholding	BG-EAES0093	Airbag sensor	114.51	ordered	1
V1NVZM13MTZ321642	003	Bioholding	BG-BAED0027	Door seal	42.24	installed	1
V1NVZM13MTZ321642	003	Bioholding	BG-EAEIS0081	Ignition controller	12.81	installed	1
V1NVZM13MTZ321642	003	Bioholding	BG-PACBS0171	Brake disc	28.04	installed	1
WJFKT6K3CDS809623	002	Bioholding	BG-EAEWH0130	Interior harness	241.44	installed	1
X5MLJ3CUPNB099293	002	Bioholding	BG-BAEW0033	Glass	374.72	installed	1
X5MLJ3CUPNB099293	002	Bioholding	BG-BAEW0037	Window regulator	21.32	installed	1
XEGBS0XOI2N387757	001	Bioholding	BG-BAE0008	Front clip	12.81	installed	1
XEGBS0XOI2N387757	001	Bioholding	BG-BAEW0034	Sunroof	26.69	installed	1
XEGBS0XOI2N387757	001	Bioholding	BG-EAES0095	Camshaft position sensor	366.74	installed	1
XEGBS0XOI2N387757	001	Bioholding	BG-PACBS0187	Combination valve	339.05	installed	1
Y56Q2GI1LS6727671	002	Bioholding	BG-EAEM0139	Engine control unit	44.74	received	1
Y56Q2GI1LS6727671	002	Bioholding	BG-PACBS0173	Brake line	133.20	installed	1
Z1AKLYZDZLY858148	002	Bioholding	BG-EAEGAM0062	Ammeter	131.19	installed	1
ZTFFYASAAMG348199	001	Bioholding	BG-BAE0010	Grille	251.50	installed	4
ZTFFYASAAMG348199	001	Bioholding	BG-BAEW0034	Sunroof	134.47	installed	1
ZTFFYASAAMG348199	001	Bioholding	BG-EAEESS0060	Battery tray	240.89	installed	1
ZTFFYASAAMG348199	001	Bioholding	BG-PACBS0196	Master Cylinder	318.56	installed	1
2LBKYDFHTK3034814	001	dambase	DE-EAEGAM0065	Fuel gauge	247.33	installed	2
2LBKYDFHTK3034814	001	dambase	DE-EAES0103	Power-steering pressure sensor	229.40	installed	1
2LBKYDFHTK3034814	001	dambase	DE-ICS0159	Seat Belt	29.54	installed	1
340D7EL25S2404955	001	dambase	DE-BAE0016	Spoiler	1.25	installed	4
340D7EL25S2404955	001	dambase	DE-EAEAD0043	Radio and media player	58.99	installed	1
340D7EL25S2404955	001	dambase	DE-EAEIS0076	Distributor	69.33	installed	1
340D7EL25S2404955	002	dambase	DE-EAEM0145	Remote lock	15.07	installed	3
4B5O8UZKPBZ854920	001	dambase	DE-BAED0031	Lock	42.34	installed	1
4B5O8UZKPBZ854920	001	dambase	DE-EAEESS0053	Battery	21.30	installed	1
4B5O8UZKPBZ854920	001	dambase	DE-EAEM0145	Remote lock	44.24	installed	1
4B5O8UZKPBZ854920	001	dambase	DE-PACBS0165	Adjusting mechanism	58.45	installed	1
5QPBC4N5SPV612486	003	dambase	DE-BAED0026	Door control module	100.53	received	1
5QPBC4N5SPV612486	003	dambase	DE-EAEM0144	Relay connector	105.33	installed	1
60RPWRGZXAL689666	001	dambase	DE-EAEM0147	Speed controller	3.59	ordered	1
60RPWRGZXAL689666	002	dambase	DE-EAEGAM0064	Dynamometer	8.17	installed	1
60RPWRGZXAL689666	002	dambase	DE-EAEIS0081	Ignition controller	62.32	ordered	1
60RPWRGZXAL689666	002	dambase	DE-EAES0125	Switch panel	47.90	installed	2
60RPWRGZXAL689666	002	dambase	DE-EAES0127	Frame Switch	89.08	ordered	1
6O3JWO1Q4FP773157	002	dambase	DE-EAEESS0056	Battery cable terminal	98.96	installed	1
6O3JWO1Q4FP773157	002	dambase	DE-EAEM0148	Speedometer calibrator	370.95	installed	1
6O3JWO1Q4FP773157	002	dambase	DE-ICS0158	Headrest	418.08	installed	2
77YSCOERITP460658	001	dambase	DE-EAELASS0088	Interior light and lamp	189.46	ordered	1
77YSCOERITP460658	001	dambase	DE-PACBS0188	Dual circuit brake system	92.16	received	1
7L2HF63NS64790085	001	dambase	DE-BAEW0037	Window regulator	30.92	ordered	3
7L2HF63NS64790085	001	dambase	DE-EAEIS0082	Magneto	30.01	received	1
7L2HF63NS64790085	001	dambase	DE-PACBS0182	Brake lining	58.08	installed	3
7NZJI4NR80U192007	001	dambase	DE-EAEGAM0064	Dynamometer	61.07	ordered	3
7NZJI4NR80U192007	001	dambase	DE-EAEM0132	Air bag control module	65.62	ordered	1
A35CVWAPCGY561956	004	dambase	DE-EAECS0049	Alternator bearing	30.97	installed	1
A35CVWAPCGY561956	004	dambase	DE-PACBS0177	Brake pump	3.67	installed	1
AUP647YMZFB601236	002	dambase	DE-BAE0021	Valance	60.06	ordered	1
AUP647YMZFB601236	002	dambase	DE-BAED0024	Outer door handle	58.99	received	1
AUP647YMZFB601236	002	dambase	DE-EAES0096	Crankshaft position sensor	49.87	ordered	1
FBQBTRRHZVG159504	003	dambase	DE-EAEM0138	Engine computer and management system	24.25	installed	2
FBQBTRRHZVG159504	003	dambase	DE-EAES0097	Engine sensor	6.53	installed	1
FBQBTRRHZVG159504	003	dambase	DE-EAEWH0129	Engine compartment harness	22.48	installed	4
FBQBTRRHZVG159504	003	dambase	DE-PACBS0171	Brake disc	86.32	installed	1
FC6FEI1DRRR729956	001	dambase	DE-BAED0028	Door watershield	75.11	installed	1
FC6FEI1DRRR729956	001	dambase	DE-EAEESS0059	Battery plate	105.83	installed	4
FC6FEI1DRRR729956	001	dambase	DE-IFCAP0152	Center console	45.05	installed	1
GTBYGLSYL1E755778	001	dambase	DE-EAECS0050	Alternator bracket	18.30	installed	2
HD1EA820DKW043837	001	dambase	DE-EAEAD0041	Antenna assembly	58.94	installed	1
HD1EA820DKW043837	001	dambase	DE-EAECS0052	Other alternator parts	244.20	received	1
HD1EA820DKW043837	001	dambase	DE-EAEESS0055	Battery box	198.13	ordered	1
HSJNIY2UV32447249	003	dambase	DE-ICS0156	Children and baby car seat	272.20	installed	1
HSJNIY2UV32447249	003	dambase	DE-PACBS0168	Brake backing plate	3.84	installed	4
KLE3XPYFTO6494665	001	dambase	DE-EAEAD0046	Tuner	9.64	ordered	3
KLE3XPYFTO6494665	001	dambase	DE-ICS0160	Seat bracket	30.76	received	1
LEDF5CRGFJL596318	001	dambase	DE-EAECS0049	Alternator bearing	79.03	ordered	2
LEDF5CRGFJL596318	001	dambase	DE-EAELASS0092	Tail light cover	13.23	installed	2
LEDF5CRGFJL596318	001	dambase	DE-PACBS0168	Brake backing plate	10.36	installed	1
MD18NLSWMB4832949	001	dambase	DE-EAEGAM0063	Clinometer	99.44	installed	1
N6N74WLAP33523834	001	dambase	DE-BAE0013	Radiator core support	20.11	installed	2
N6N74WLAP33523834	001	dambase	DE-PACBS0182	Brake lining	71.58	installed	3
PPL8CACMUCW104005	002	dambase	DE-BAE0004	Cowl screen	111.08	received	2
PPL8CACMUCW104005	002	dambase	DE-EAEGAM0063	Clinometer	105.08	received	1
PPL8CACMUCW104005	002	dambase	DE-EAEGAM0067	Odometer	205.17	received	1
Q2P2LK1ILHI808826	001	dambase	DE-EAEM0142	Performance chip	47.62	installed	1
Q2P2LK1ILHI808826	001	dambase	DE-EAESS0118	Starter solenoid	6.94	installed	1
SDRDJVHRDEY589102	002	dambase	DE-EAES0103	Power-steering pressure sensor	47.11	ordered	1
T4ZU00SL0FM541576	002	dambase	DE-BAE0006	Fascia rear and support	105.99	installed	1
T4ZU00SL0FM541576	002	dambase	DE-EAEIS0080	Ignition coil parts	25.83	installed	1
T4ZU00SL0FM541576	002	dambase	DE-EAEM0132	Air bag control module	48.94	installed	1
U73PMGHR3NU905301	005	dambase	DE-BAE0013	Radiator core support	36.24	installed	1
U73PMGHR3NU905301	005	dambase	DE-EAEIS0075	Coil wire	46.22	installed	1
UHNJLMAYL3Z014146	001	dambase	DE-EAEIS0076	Distributor	203.43	installed	1
US6XUXEBB7J677669	004	dambase	DE-EAES0095	Camshaft position sensor	160.08	ordered	1
US6XUXEBB7J677669	004	dambase	DE-EAES0099	Knock sensor	137.41	received	1
US6XUXEBB7J677669	004	dambase	DE-PACBS0197	Metering valve	35.48	installed	1
US6XUXEBB7J677669	004	dambase	DE-PACBS0198	Other braking system parts	212.40	ordered	1
USQTBTRES6C396411	001	dambase	DE-EAELASS0092	Tail light cover	50.03	ordered	1
USQTBTRES6C396411	001	dambase	DE-EAES0100	Light sensor	65.16	ordered	1
USQTBTRES6C396411	001	dambase	DE-ICS0154	Bench Seat	77.07	installed	1
V1NVZM13MTZ321642	001	dambase	DE-EAES0110	TDC sensor	0.58	installed	1
VMHK0HNQTW3691881	001	dambase	DE-EAEM0148	Speedometer calibrator	165.32	received	1
VMHK0HNQTW3691881	001	dambase	DE-PACBS0163	Anti-lock braking system	140.20	received	1
VMHK0HNQTW3691881	001	dambase	DE-PACBS0184	Brake warning light	207.07	installed	1
W2TZ8TM4KYP471843	001	dambase	DE-EAEM0132	Air bag control module	199.48	installed	3
W2TZ8TM4KYP471843	001	dambase	DE-EAES0124	Switch cover	197.44	installed	1
2J8FN6TAGEZ924085	005	Goodsilron	GN-BAED0024	Outer door handle	36.60	ordered	1
2J8FN6TAGEZ924085	005	Goodsilron	GN-EAES0110	TDC sensor	52.41	received	1
3NO8BO4OGTL807840	003	Goodsilron	GN-EAECS0051	Alternator fan	264.11	ordered	1
3NO8BO4OGTL807840	003	Goodsilron	GN-EAES0098	Fuel level sensor	207.64	received	1
41DPYVQZCO3181476	001	Goodsilron	GN-EAELASS0084	Fog Light	4.54	installed	1
41DPYVQZCO3181476	001	Goodsilron	GN-EAEM0148	Speedometer calibrator	176.23	installed	1
41DPYVQZCO3181476	001	Goodsilron	GN-PACBS0197	Metering valve	251.63	installed	1
42JDWI0F3D2375784	002	Goodsilron	GN-BAE0011	Pillar and hard trim	178.13	installed	1
42JDWI0F3D2375784	002	Goodsilron	GN-ICS0160	Seat bracket	177.52	installed	4
42JDWI0F3D2375784	002	Goodsilron	GN-IFCAP0152	Center console	68.65	installed	1
42JDWI0F3D2375784	002	Goodsilron	GN-PACBS0170	Brake cooling duct	276.59	installed	1
5QPBC4N5SPV612486	002	Goodsilron	GN-BAE0018	Rear spoiler	73.62	ordered	2
5QPBC4N5SPV612486	002	Goodsilron	GN-BAEW0036	Window motor	67.66	installed	1
5QPBC4N5SPV612486	002	Goodsilron	GN-EAEESS0053	Battery	116.28	received	1
5QPBC4N5SPV612486	002	Goodsilron	GN-PACBS0178	Brake roll	14.66	received	1
5RLTD3PDG7P142502	002	Goodsilron	GN-BAE0002	Unexposed bumper	119.57	received	1
7JA8DZH7CN4199183	002	Goodsilron	GN-BAEW0040	Window seal	117.20	received	4
7JA8DZH7CN4199183	002	Goodsilron	GN-EAEGAM0066	Hydrometer	162.56	ordered	1
7JA8DZH7CN4199183	002	Goodsilron	GN-EAEM0144	Relay connector	139.71	received	1
7JA8DZH7CN4199183	002	Goodsilron	GN-EAEM0145	Remote lock	66.36	received	1
A35CVWAPCGY561956	006	Goodsilron	GN-EAEM0146	Shift improver	37.96	installed	1
A46MVF2CB4I965254	002	Goodsilron	GN-EAEGAM0070	Temperature gauge	162.38	ordered	1
AE23FNQ4ECZ859800	002	Goodsilron	GN-BAE0005	Decklid	90.27	ordered	1
AE23FNQ4ECZ859800	002	Goodsilron	GN-EAEAD0045	Speaker	83.64	installed	1
AE23FNQ4ECZ859800	002	Goodsilron	GN-EAEESS0061	Voltage regulator	10.14	ordered	1
AE23FNQ4ECZ859800	002	Goodsilron	GN-EAES0112	IMA sensor	49.97	ordered	1
AG15D1BT811693167	002	Goodsilron	GN-BAED0027	Door seal	131.29	installed	1
AG15D1BT811693167	002	Goodsilron	GN-BAEW0036	Window motor	29.41	installed	1
AG15D1BT811693167	002	Goodsilron	GN-EAEM0148	Speedometer calibrator	106.32	installed	1
AG15D1BT811693167	002	Goodsilron	GN-PACBS0176	Brake piston	6.70	installed	2
CN2YIBCUFSQ512071	004	Goodsilron	GN-BAE0001	Bumper	110.97	installed	1
CN2YIBCUFSQ512071	004	Goodsilron	GN-EAEGAM0062	Ammeter	226.64	installed	1
CN2YIBCUFSQ512071	004	Goodsilron	GN-EAEGAM0074	Water temperature meter	192.15	installed	1
CN2YIBCUFSQ512071	004	Goodsilron	GN-EAEWH0128	Air conditioning harness	184.08	installed	4
CTHLSVQRDHK945534	005	Goodsilron	GN-BAED0030	Door and bonnet	163.14	installed	1
GHMZYD6YMKB413330	001	Goodsilron	GN-BAE0000	Bonnet/hood	74.59	ordered	1
GHMZYD6YMKB413330	001	Goodsilron	GN-EAEGAM0070	Temperature gauge	74.07	installed	1
GHMZYD6YMKB413330	001	Goodsilron	GN-ICS0161	Seat cover	35.88	ordered	1
GJWDBBORYJD234673	002	Goodsilron	GN-BAE0007	Fender Musical Instruments Corporation	24.85	installed	1
GJWDBBORYJD234673	002	Goodsilron	GN-EAEESS0054	Performance battery	232.79	installed	1
GJWDBBORYJD234673	002	Goodsilron	GN-EAEGAM0062	Ammeter	213.98	installed	1
H3NLVG1FUZX147919	001	Goodsilron	GN-PACBS0173	Brake line	187.39	installed	1
H3NLVG1FUZX147919	001	Goodsilron	GN-PACBS0196	Master Cylinder	273.45	installed	2
HSJNIY2UV32447249	002	Goodsilron	GN-EAES0121	Ignition Switch	155.38	installed	1
JCDM7P6FYYP189674	003	Goodsilron	GN-BAE0015	Roof Rack	39.96	received	1
JCDM7P6FYYP189674	003	Goodsilron	GN-BAE0019	Trim package	62.62	ordered	1
JCDM7P6FYYP189674	003	Goodsilron	GN-EAES0096	Crankshaft position sensor	59.76	installed	1
JCDM7P6FYYP189674	003	Goodsilron	GN-PACBS0182	Brake lining	49.62	ordered	1
KZ0SACUMQTT627927	005	Goodsilron	GN-EAEGAM0065	Fuel gauge	109.28	installed	1
LLUBKYOAHHE880633	002	Goodsilron	GN-BAED0027	Door seal	19.03	received	1
LLUBKYOAHHE880633	002	Goodsilron	GN-EAEGAM0064	Dynamometer	74.98	received	1
LLUBKYOAHHE880633	002	Goodsilron	GN-EAES0097	Engine sensor	65.69	ordered	1
M0LLCXP5H7J310101	001	Goodsilron	GN-BAE0021	Valance	26.74	installed	2
M0LLCXP5H7J310101	001	Goodsilron	GN-EAES0106	Rotational sensor	59.70	installed	4
M0LLCXP5H7J310101	001	Goodsilron	GN-EAES0127	Frame Switch	45.35	installed	1
M1HFENPSVSL450248	002	Goodsilron	GN-EAECS0048	Alternator	280.99	installed	2
M1HFENPSVSL450248	002	Goodsilron	GN-EAES0113	Oil level sensor	175.12	installed	1
M1HFENPSVSL450248	002	Goodsilron	GN-PACBS0181	Brake shoe	153.52	installed	1
M1VVHWPORQR461359	001	Goodsilron	GN-BAE0003	Exposed bumper	345.24	installed	1
MD18NLSWMB4832949	003	Goodsilron	GN-EAEIS0076	Distributor	26.26	installed	4
MD18NLSWMB4832949	003	Goodsilron	GN-PACBS0172	Brake drum	4.01	installed	2
MD18NLSWMB4832949	003	Goodsilron	GN-PACBS0189	Hold-down springs	89.06	installed	1
NEWE3K53GY7625960	003	Goodsilron	GN-EAEIS0082	Magneto	14.16	installed	1
NEWE3K53GY7625960	003	Goodsilron	GN-ICS0156	Children and baby car seat	2.85	received	1
NEWE3K53GY7625960	003	Goodsilron	GN-PACBS0185	Calibrated friction brake	53.12	installed	1
OQ11DGF6RTF163062	001	Goodsilron	GN-EAELASS0084	Fog Light	44.04	ordered	1
OQ11DGF6RTF163062	001	Goodsilron	GN-EAEM0137	Door contact	17.85	installed	1
PBESRWYTH82112725	003	Goodsilron	GN-BAED0029	Hinge	66.93	installed	4
PBESRWYTH82112725	003	Goodsilron	GN-EAEGAM0062	Ammeter	42.95	installed	1
PBESRWYTH82112725	003	Goodsilron	GN-EAELASS0090	Side lighting	45.04	installed	1
QRDJE8YRD8U529603	001	Goodsilron	GN-BAEW0040	Window seal	372.73	installed	1
QRDJE8YRD8U529603	001	Goodsilron	GN-EAEIS0078	Ignition box	78.02	installed	1
RBSQUJWFZ4A708786	001	Goodsilron	GN-EAES0100	Light sensor	28.87	installed	3
RBSQUJWFZ4A708786	001	Goodsilron	GN-IFCAP0152	Center console	60.00	installed	4
RBSQUJWFZ4A708786	001	Goodsilron	GN-PACBS0172	Brake drum	67.03	installed	1
RO4NPMLPRAU291778	001	Goodsilron	GN-EAELASS0084	Fog Light	260.70	installed	1
RO4NPMLPRAU291778	001	Goodsilron	GN-EAESS0115	Starter	73.61	installed	1
SJTYF7S2DOK527698	002	Goodsilron	GN-EAES0109	ABS brack sensor	9.14	installed	1
SJTYF7S2DOK527698	005	Goodsilron	GN-PACBS0166	Anchor	158.25	ordered	1
YVMVY2BZAR4435152	002	Goodsilron	GN-BAED0024	Outer door handle	80.92	installed	4
YVMVY2BZAR4435152	002	Goodsilron	GN-EAELASS0085	Halogen	30.95	ordered	1
YVMVY2BZAR4435152	002	Goodsilron	GN-EAEWH0128	Air conditioning harness	53.90	received	1
0KSVK7T0HVD586286	001	Hottechi	HI-ICS0154	Bench Seat	25.84	received	1
0KSVK7T0HVD586286	001	Hottechi	HI-ICS0161	Seat cover	66.59	ordered	1
0KSVK7T0HVD586286	001	Hottechi	HI-PACBS0167	Bleed nipple	4.78	received	1
0KSVK7T0HVD586286	001	Hottechi	HI-PACBS0183	Shoe web	3.46	installed	1
0MRJ620G5FE640131	001	Hottechi	HI-BAE0000	Bonnet/hood	7.73	received	1
0MRJ620G5FE640131	001	Hottechi	HI-EAES0095	Camshaft position sensor	13.07	received	3
0MRJ620G5FE640131	001	Hottechi	HI-PACBS0191	Brake booster hose	58.31	ordered	1
0MRJ620G5FE640131	001	Hottechi	HI-PACBS0198	Other braking system parts	34.61	installed	1
2KJBD48273Y069356	002	Hottechi	HI-EAES0104	Pressure sensor	216.78	installed	1
2KJBD48273Y069356	002	Hottechi	HI-PACBS0191	Brake booster hose	91.27	installed	1
3NO8BO4OGTL807840	002	Hottechi	HI-EAECS0051	Alternator fan	246.30	received	1
3NO8BO4OGTL807840	002	Hottechi	HI-EAEESS0053	Battery	19.72	ordered	1
3NO8BO4OGTL807840	002	Hottechi	HI-EAES0114	ABS sensor	334.02	ordered	1
3NO8BO4OGTL807840	002	Hottechi	HI-PACBS0169	Brake backing pad	70.81	received	2
4GHCRLJOKT6083540	001	Hottechi	HI-EAESS0118	Starter solenoid	213.81	installed	1
4GHCRLJOKT6083540	001	Hottechi	HI-PACBS0181	Brake shoe	452.99	installed	1
5OU82GIFAQ3021868	002	Hottechi	HI-BAED0028	Door watershield	120.48	installed	2
5OU82GIFAQ3021868	002	Hottechi	HI-EAEWH0131	Underfloor harness	14.21	installed	2
5PUIFVQ6V3R308628	001	Hottechi	HI-BAE0013	Radiator core support	79.67	received	1
5PUIFVQ6V3R308628	001	Hottechi	HI-EAELASS0089	License plate lamp	98.86	received	1
5PUIFVQ6V3R308628	001	Hottechi	HI-ICS0160	Seat bracket	9.69	installed	2
5PUIFVQ6V3R308628	002	Hottechi	HI-BAE0021	Valance	61.48	ordered	1
5PUIFVQ6V3R308628	002	Hottechi	HI-EAEGAM0073	Voltmeter	4.71	received	1
5PUIFVQ6V3R308628	002	Hottechi	HI-EAEM0150	Wiring connector	98.53	installed	1
5PUIFVQ6V3R308628	002	Hottechi	HI-PACBS0174	Brake pad	32.53	received	3
6KAIF8AC3KG769914	001	Hottechi	HI-BAEW0037	Window regulator	37.58	installed	1
6KAIF8AC3KG769914	001	Hottechi	HI-EAEGAM0065	Fuel gauge	184.95	installed	4
6KAIF8AC3KG769914	001	Hottechi	HI-EAEM0135	Chassis control computer	196.43	installed	2
6KAIF8AC3KG769914	001	Hottechi	HI-PACBS0196	Master Cylinder	285.57	installed	1
77YSCOERITP460658	004	Hottechi	HI-BAE0020	Trunk	20.35	installed	1
A2NH51AUNR4312326	001	Hottechi	HI-EAEGAM0068	Speedometer	189.83	installed	1
AKWG2XQFZ8Z338505	003	Hottechi	HI-EAEGAM0073	Voltmeter	64.95	received	1
CN2YIBCUFSQ512071	001	Hottechi	HI-BAE0006	Fascia rear and support	54.69	installed	4
CN2YIBCUFSQ512071	001	Hottechi	HI-EAEWH0130	Interior harness	11.07	installed	2
CO7AJWOLKX5663458	001	Hottechi	HI-BAEW0036	Window motor	7.15	received	1
ECEPA3GAEIK299733	002	Hottechi	HI-BAE0015	Roof Rack	78.60	installed	2
ECEPA3GAEIK299733	002	Hottechi	HI-EAEESS0061	Voltage regulator	70.79	installed	3
FBW1SNMBJRO366159	001	Hottechi	HI-BAE0022	Welded assembly	9.76	installed	1
